"gene","coef","hr","se_coef","z","pval","lower_95","upper_95","sig"
"BIRC5",-0.0531472709429717,0.948240353947639,0.201684493189803,-0.263516892659444,0.792152205074822,0.638622597175388,1.40796735479093,""
"FAM83D",-0.0501993056759426,0.951039857968758,0.191804630342749,-0.261721031375718,0.793536524865734,0.653031786521564,1.38504255093464,""
"GHR",0.0383301121908247,1.03907418732507,0.149731096367384,0.255992997585331,0.797956244326631,0.774809997614446,1.39347087684652,""
"FGF10",0.0316027287781635,1.03210739728167,0.125641964824297,0.251530042707928,0.801404337902311,0.806822974503933,1.32029666133206,""
"CD3E",0.0357533526218422,1.03640018957419,0.143727740425625,0.248757494662928,0.803548372036364,0.78196300933859,1.37362680858515,""
"ORC6",-0.0578936786559789,0.943750282901302,0.237299431720218,-0.243968888742376,0.807254915155008,0.592744390037349,1.5026116002889,""
"ERCC6L",0.0589361510285593,1.06070751349429,0.243314168595485,0.242222437635935,0.808607809919466,0.658394583544814,1.70885432125773,""
"LIPE",0.0331226825348056,1.03367734561961,0.142389040202918,0.232621011333475,0.816055710159747,0.781957640505006,1.36642805121407,""
"SELL",0.0323618682675384,1.0328912082375,0.139279631738394,0.23235176503283,0.816264809669237,0.786139364520707,1.35709302472695,""
"AREG",0.0258807252320479,1.02621853919529,0.114487398803942,0.226057413326058,0.821156766474975,0.819951199657694,1.28437459525367,""
"GPER1",-0.0455378040578396,0.955483480736412,0.208402789751989,-0.218508610715011,0.82703285002885,0.635082881696909,1.43752683038916,""
"NR4A1",-0.0395101944294841,0.961260154441788,0.186756385831959,-0.211560071980804,0.832450262123114,0.666612751223723,1.38614372860584,""
"CALML5",-0.0141397206706523,0.985959775677433,0.0682017666391917,-0.20732191213544,0.835758462482615,0.862592640158197,1.12697075536792,""
"CKAP2L",-0.0397164068080765,0.961061951135584,0.205485282045219,-0.19328102924343,0.846738882668035,0.64245393648495,1.43767517243965,""
"CDCA5",0.0450015560541057,1.04602948758593,0.2335544134029,0.192681248872289,0.847208609498056,0.661823296331671,1.65327768750971,""
"GPC3",-0.0262965143974716,0.97404622805464,0.137818284239321,-0.190805701454009,0.848677821640023,0.74347853186959,1.2761176197,""
"TRIP13",0.0406843269257236,1.04152327279293,0.222385082377223,0.182945395845897,0.854840863195502,0.673557154220011,1.61051028999237,""
"CHEK1",0.0519529934611569,1.05332622812937,0.292033261516259,0.177900945910794,0.858800767967383,0.594269902564069,1.86699029864738,""
"SKA1",-0.0373640693371498,0.963325354275421,0.21237356342719,-0.1759355954394,0.860344540381513,0.635331350151831,1.46064842852174,""
"CXCL14",0.0165554142602414,1.01669321452746,0.0978966188634844,0.169111195590194,0.865709178956516,0.839189752574261,1.23174179533932,""
"GATA3",0.0198470469283933,1.02004530903116,0.119600475657918,0.165944548457817,0.868200588889839,0.806891895724857,1.28950660923637,""
"CDC25A",0.0358055053731911,1.03645424210505,0.230412326527952,0.155397525439454,0.876507934882458,0.659815943581341,1.62808644808858,""
"CD38",-0.0208785976973356,0.979337851222982,0.136835943392055,-0.152581238377663,0.878728521343195,0.748958189686517,1.28058233429491,""
"CENPI",0.0329448190710319,1.03349350853593,0.233972642529735,0.140806287071981,0.888022976188231,0.653355992483165,1.634803758555,""
"KIF11",-0.0346029370119972,0.965988898557653,0.251873379103038,-0.137382271739966,0.890728643276971,0.589626679643165,1.58258536181122,""
"CDCA8",0.0278876296492116,1.0282801297302,0.209540494764444,0.133089452139367,0.894122636910398,0.68194641582851,1.55050309035403,""
"FGFR3",0.0144547147849958,1.01455968935741,0.109339006901946,0.132200896958564,0.894825391678801,0.8188570103998,1.25703431758671,""
"GINS1",0.0369828843958246,1.03767526024715,0.279846098423582,0.132154368433775,0.894862193183938,0.59959227901565,1.79583691020292,""
"PLIN1",0.0109982770098399,1.01105898039854,0.0841538596774707,0.130692484598948,0.896018577771538,0.857323238442539,1.19236271222696,""
"MCM4",0.0305782712648178,1.03105058852421,0.243474036336339,0.125591507517362,0.900055285743705,0.639785656063424,1.66159604552112,""
"MELK",0.0221735543637987,1.02242121473655,0.197941636853674,0.112020667891062,0.910807019104565,0.693651972427859,1.50701674888135,""
"FBN2",-0.0118400008516016,0.988229816142403,0.106937755351712,-0.110718621432258,0.91183947900166,0.801368690596076,1.21866274658975,""
"IL20RA",-0.0150095189219848,0.985102562443994,0.136322963254658,-0.110102645685204,0.912327969963197,0.754124641831674,1.28682581725042,""
"EFNA3",0.0193031023529701,1.01949061179458,0.17665137478584,0.109272301879178,0.912986514917885,0.72113621816615,1.4412826333704,""
"MMP3",-0.00975944577446907,0.990288023067738,0.0909862014208963,-0.107262921432696,0.914580399200609,0.828540861356671,1.18361135143732,""
"SCD",-0.0192847533242654,0.980900007933129,0.183111507792127,-0.105316992671798,0.916124279757377,0.685109421711819,1.40439584549741,""
"CCNB2",-0.0246624162636855,0.975639216373268,0.2351920752996,-0.104860745126166,0.916486308036913,0.61530917538236,1.54698145031551,""
"TROAP",-0.0243151535653808,0.975978078313768,0.240422237473501,-0.101135210373628,0.919443127493474,0.609245434529634,1.56346384455788,""
"CENPE",-0.0209970917635997,0.979221812373837,0.208141267570867,-0.100879042434248,0.919646479940826,0.651194780258808,1.47248624666127,""
"KIF20A",-0.0216532319952339,0.97857951628824,0.218450277278718,-0.0991220165292204,0.921041391507301,0.637750646733614,1.50155530943572,""
"ERBB4",-0.00964682969806615,0.990399551699245,0.101198902630755,-0.0953254377991097,0.924056338210756,0.812212694460827,1.20767783943246,""
"CKS2",-0.0217032025638373,0.978530617335151,0.236407242089418,-0.0918043050289822,0.926853523590909,0.615664637868242,1.55526582195424,""
"NTRK2",0.0105544426985975,1.01061033730132,0.120464739380039,0.0876143737405235,0.930183177521483,0.798075473332796,1.27974519702398,""
"CDCA2",-0.0144982343990617,0.985606358918358,0.174855655688736,-0.0829154444101612,0.933918773465177,0.699626245143654,1.38848406771939,""
"KIF2C",0.0160465492260841,1.01617598651091,0.204995089115396,0.0782777250680928,0.93760713590591,0.679949707947598,1.51866178261672,""
"ANLN",0.0149095949015248,1.01502129736732,0.19129879765474,0.0779387799835208,0.937876751250859,0.697655982971831,1.47675682464669,""
"NCAPG",0.0169159313945223,1.01705981593068,0.217483699546864,0.0777802264250946,0.938002875817092,0.664085556973963,1.55764668922245,""
"IQGAP3",-0.012473941740536,0.987603535387749,0.19167287831652,-0.0650793260376522,0.948110840963815,0.678313383653097,1.43792053439594,""
"DLGAP5",-0.0125660844663628,0.98751253909835,0.231136876739145,-0.0543664197753461,0.9566432324077,0.627767101756441,1.55341210482039,""
"CCNA2",-0.0108601123354421,0.989198645785567,0.208231693168867,-0.0521539837196398,0.958405998670775,0.657712922148665,1.48775237321979,""
"MCM2",0.00839013501550169,1.00842543084148,0.186200850240586,0.0450595956176407,0.964059806716677,0.700082687897757,1.45257391326372,""
"VEGFD",0.00590340795902213,1.00592086741164,0.178749606748914,0.0330261311697011,0.97365374934422,0.70861750478413,1.4279590677095,""
"CDKN1C",-0.00490788193607892,0.99510414203768,0.163949609874263,-0.029935307194954,0.976118647389546,0.721629656684251,1.37221668251617,""
"CXCL8",-0.00304013966146451,0.996964476883617,0.138198677924368,-0.0219983266636479,0.982449290344879,0.760404636373366,1.30711744855773,""
"CENPM",0.00262149150352725,1.00262493061692,0.279112027986565,0.00939225558439005,0.992506174455565,0.580173529728898,1.73268289569213,""
"KIFC1",0.00148304582835188,1.00148414608466,0.245956920004481,0.00602969751094973,0.995189026602015,0.618422338606992,1.62182125748906,""
"SPC25",-0.000488295148279978,0.999511824048394,0.299559274943954,-0.00163004516675819,0.998699412703986,0.555651663661443,1.79793196303872,""
