"baseMean","log2FoldChange","lfcSE","pvalue","padj","ensembl_id","ensembl_id_clean","hgnc_symbol","label","regulation"
959.690661599014,0.0645826162665153,0.0670801236255162,0.346265832724478,0.382188985324223,"ENSG00000188428.20","ENSG00000188428","BLOC1S5","BLOC1S5","NS"
7.35722976720623,0.825970217174141,0.192990667529743,1.19839277766544e-05,2.0302547378612e-05,"ENSG00000188452.14","ENSG00000188452","CERKL","CERKL","NS"
7.97896789814508,0.640336061097609,0.129165354364707,4.96012867459216e-07,9.19598239654752e-07,"ENSG00000188460.4","ENSG00000188460","ACTBP11","ACTBP11","NS"
480.609050812398,1.71516237757265,0.126411782696862,1.21666689364584e-42,1.12534737927509e-41,"ENSG00000188483.8","ENSG00000188483","IER5L","IER5L","Up"
2343.20869068746,2.60380693640132,0.105258401319552,5.38676321155992e-136,6.32072906500381e-134,"ENSG00000188486.3","ENSG00000188486","H2AX","H2AX","Up"
12.7118013387328,0.107690996887098,0.222060739338157,0.489541255861703,0.525801165809893,"ENSG00000188487.12","ENSG00000188487","INSC","INSC","NS"
1359.37467513968,-0.893169493115114,0.23667910033097,5.01705765812411e-09,1.05087369315433e-08,"ENSG00000188488.14","ENSG00000188488","SERPINA5","SERPINA5","NS"
834.202972001322,0.170555868718975,0.0639620071212413,0.00657592347691597,0.00891276844833663,"ENSG00000188493.15","ENSG00000188493","ACTMAP","ACTMAP","NS"
32.3537826519036,3.00177630576183,0.185422532292852,7.56764042203965e-60,1.29718008617446e-58,"ENSG00000188501.11","ENSG00000188501","LCTL","LCTL","Up"
1417.2316320519,3.67258693044718,0.260514841280195,3.36687826245798e-46,3.56798019706989e-45,"ENSG00000188505.5","ENSG00000188505","NCCRP1","NCCRP1","Up"
24.5474591378782,3.94088811953055,0.292595989505528,0.00353956777658964,0.00492199929727976,"ENSG00000188508.11","ENSG00000188508","KRTDAP","KRTDAP","Up"
85.8274776158544,-0.177380695397164,0.141556353363224,0.199510571564094,0.229045340677803,"ENSG00000188511.12","ENSG00000188511","MIR3667HG","MIR3667HG","NS"
241.382463567666,-0.053645607012307,0.186032865178255,3.42399086504441e-23,1.44761208217691e-22,"ENSG00000188517.16","ENSG00000188517","COL25A1","COL25A1","NS"
977.169951886166,1.20456340678457,0.0877929403105363,7.05934657620527e-43,6.58212932780997e-42,"ENSG00000188522.15","ENSG00000188522","FAM83G","FAM83G","Up"
37.3289017099272,-3.32196486941897,0.309275517651719,4.15770703495231e-28,2.14385046721968e-27,"ENSG00000188525.4","ENSG00000188525",NA,"ENSG00000188525","Down"
6468.19069646897,0.265179904662766,0.0456715448281572,5.51382803474487e-09,1.15224442171486e-08,"ENSG00000188529.15","ENSG00000188529","SRSF10","SRSF10","NS"
1163.27659304928,-4.63777167821377,0.271495994832704,1.27168548512698e-66,2.75539417914802e-65,"ENSG00000188536.13","ENSG00000188536","HBA2","HBA2","Down"
208.039077502057,-0.18408981609716,0.0554179812133451,0.46408469095522,0.500895532288097,"ENSG00000188542.10","ENSG00000188542","DUSP28","DUSP28","NS"
1725.38196934264,0.0726994298101655,0.143232187682771,0.633350791234241,0.665950535423744,"ENSG00000188549.12","ENSG00000188549","CCDC9B","CCDC9B","NS"
9937.6493798104,-0.910328919586,0.0516007565028332,7.81040317625528e-70,1.89139464355e-68,"ENSG00000188554.15","ENSG00000188554","NBR1","NBR1","NS"
3302.35501312867,-0.840346560721304,0.102058298667589,8.51296457068739e-17,2.68988417402662e-16,"ENSG00000188559.15","ENSG00000188559","RALGAPA2","RALGAPA2","NS"
