"Centrality"
"Alpha Centrality"
"Bonacich power centralities of positions"
"Page Rank"
"Average Distance"
"Barycenter Centrality"
"BottleNeck Centrality"
"Centroid value"
"Closeness Centrality (Freeman)"
"ClusterRank"
"Decay Centrality"
"Degree Centrality"
"Diffusion Degree"
"DMNC - Density of Maximum Neighborhood Component"
"Eccentricity Centrality"
"Harary Centrality"
"eigenvector centralities"
"K-core Decomposition"
"Geodesic K-Path Centrality"
"Katz Centrality (Katz Status Index)"
"Kleinberg's authority centrality scores"
"Kleinberg's hub centrality scores"
"clustering coefficient"
"Lin Centrality"
"Lobby Index (Centrality)"
"Markov Centrality"
"Radiality Centrality"
"Shortest-Paths Betweenness Centrality"
"Current-Flow Closeness Centrality"
"Closeness centrality (Latora)"
"Communicability Betweenness Centrality"
"Community Centrality"
"Cross-Clique Connectivity"
"Entropy Centrality"
"EPC - Edge Percolated Component"
"Laplacian Centrality"
"Leverage Centrality"
"MNC - Maximum Neighborhood Component"
"Hubbell Index"
"Semi Local Centrality"
"Closeness Vitality"
"Residual Closeness Centrality"
"Stress Centrality"
"Load Centrality"
"Flow Betweenness Centrality"
"Information Centrality"
"Dangalchev Closeness Centrality"
"Group Centrality"
"Harmonic Centrality"
"Local Bridging Centrality"
"Wiener Index Centrality"
