baseMean,log2FoldChange,lfcSE,pvalue,padj,gene,regulation,log2FC_plot,negLog10Padj,gene_biotype
55.44710454,-2.696801065,0.269816144,1.80E-24,7.58E-24,ADH4,Down,-2.696801065,23.1204658,protein_coding
8471.487356,-0.659129255,0.064267413,5.93E-25,2.55E-24,ADH5,NS,-0.659129255,23.59275572,protein_coding
24.43253767,-0.522960875,0.133418503,6.94E-05,0.00010899,ADH6,NS,-0.522960875,3.96261159,protein_coding
197.988359,-1.533916298,0.16687239,1.05E-20,3.79E-20,ADHFE1,Down,-1.533916298,19.42120446,protein_coding
5099.37549,0.191192787,0.07161756,0.008513639,0.011288251,ADI1,NS,0.191192787,1.947373353,protein_coding
25843.33113,-5.88774765,0.360281488,4.34E-61,7.17E-60,ADIPOQ,Down,-5.88774765,59.14428045,protein_coding
8391.311539,0.726899135,0.059176871,1.64E-34,1.02E-33,ADIPOR1,NS,0.726899135,32.99186683,protein_coding
7742.0696,-0.359669539,0.084509351,1.12E-05,1.86E-05,ADIPOR2,NS,-0.359669539,4.730170814,protein_coding
2412.048457,0.842474556,0.116562396,4.04E-13,1.02E-12,ADISSP,NS,0.842474556,11.99283614,protein_coding
2066.2361,0.201019173,0.075208887,0.009293195,0.012279747,ADK,NS,0.201019173,1.91081058,protein_coding
1941.513868,-0.214318052,0.185037614,0.23637098,0.266427873,ADM,NS,-0.214318052,0.574420342,protein_coding
863.320057,2.871517677,0.15189286,8.57E-81,2.55E-79,ADM2,Up,2.871517677,78.59302727,protein_coding
82.22291253,-0.411838866,0.158437828,0.008190608,0.010879984,ADM5,NS,-0.411838866,1.963371743,protein_coding
9673.467877,0.469330332,0.056896773,2.03E-16,6.01E-16,ADNP,NS,0.469330332,15.22078605,protein_coding
2116.140155,0.267045934,0.076982692,0.000508703,0.000747671,ADNP2,NS,0.267045934,3.126289389,protein_coding
1826.540629,0.208141156,0.05936302,0.000453277,0.000668846,ADO,NS,0.208141156,3.174673936,protein_coding
1604.993144,0.847170064,0.175508469,8.36E-07,1.49E-06,ADORA1,NS,0.847170064,5.827724112,protein_coding
7.131554521,0.489994992,0.154590144,0.001285834,0.001832329,ADORA2A,NS,0.489994992,2.736996512,protein_coding
334.7872833,0.757401277,0.138041763,3.12E-08,6.05E-08,ADORA2B,NS,0.757401277,7.217992163,protein_coding
209.1576972,-0.099851067,0.138695541,0.465656668,0.499952834,ADORA3,NS,-0.099851067,0.301070965,protein_coding
3107.861313,0.588226852,0.042907867,7.17E-43,6.18E-42,ADPGK,NS,0.588226852,41.20932794,protein_coding
1154.072463,-0.313054071,0.065258715,1.71E-06,2.97E-06,ADPRH,NS,-0.313054071,5.526910193,protein_coding
323.7582297,-0.630081502,0.114518633,0.018957405,0.024254464,ADPRHL1,NS,-0.630081502,1.615208319,protein_coding
471.4729394,-0.667642477,0.053796951,1.63E-35,1.06E-34,ADPRM,NS,-0.667642477,33.97644909,protein_coding
2219.350986,0.992653953,0.07519798,2.53E-39,1.92E-38,ADPRS,NS,0.992653953,37.71713958,protein_coding
212.7511754,-4.048271323,0.25466821,3.92E-58,5.79E-57,ADRA1A,Down,-4.048271323,56.2376744,protein_coding
116.9755094,-0.451126804,0.190990861,0.015437725,0.019919799,ADRA1B,NS,-0.451126804,1.700715051,protein_coding
20.43378529,0.135109488,0.160157524,0.000219139,0.000331176,ADRA1D,NS,0.135109488,3.479941243,protein_coding
2024.122065,-2.644284364,0.16823107,1.33E-56,1.87E-55,ADRA2A,Down,-2.644284364,54.72881534,protein_coding
149.4530284,0.007422777,0.166919733,0.965029028,0.969720851,ADRA2B,NS,0.007422777,0.013353266,protein_coding
187.5289148,-0.860438038,0.205375384,1.63E-05,2.68E-05,ADRA2C,NS,-0.860438038,4.571683075,protein_coding
147.0815598,-2.02978741,0.224927815,3.00E-20,1.06E-19,ADRB1,Down,-2.02978741,18.9745085,protein_coding
608.4775668,-2.980478595,0.165476223,1.65E-73,3.96E-72,ADRB2,Down,-2.980478595,71.40198172,protein_coding
12.56723236,-2.631183106,0.281672179,1.97E-16,5.84E-16,ADRB3,Down,-2.631183106,15.23372763,protein_coding
2310.000621,1.270198455,0.084449267,3.67E-51,4.25E-50,ADRM1,Up,1.270198455,49.37174551,protein_coding
303.1684052,0.552348535,0.071200568,4.11E-34,2.51E-33,ADSL,NS,0.552348535,32.59969558,protein_coding
451.8630215,-1.580084104,0.153666483,9.46E-06,1.58E-05,ADSS1,Down,-1.580084104,4.802324816,protein_coding
3796.261597,0.888277136,0.070706761,2.23E-36,1.49E-35,ADSS2,NS,0.888277136,34.8254052,protein_coding
190.2358628,0.31939265,0.170839138,0.548514775,0.581028516,ADTRP,NS,0.31939265,0.235802553,protein_coding
25629.71348,0.687279833,0.130224435,1.31E-07,2.45E-07,AEBP1,NS,0.687279833,6.610005452,protein_coding
2260.21745,0.050010522,0.075962346,0.51205692,0.545199847,AEBP2,NS,0.050010522,0.263444274,protein_coding
1632.75737,0.814139908,0.071265409,2.94E-30,1.55E-29,AEN,NS,0.814139908,28.8086824,protein_coding
744.6926113,0.213323044,0.089925063,0.016881684,0.021685811,AFAP1,NS,0.213323044,1.663824333,protein_coding
1471.542662,-1.416402052,0.127649525,4.16E-29,2.11E-28,AFAP1L1,Down,-1.416402052,27.6754184,protein_coding
1809.048401,-1.412831441,0.103933687,6.92E-43,5.97E-42,AFAP1L2,Down,-1.412831441,41.22427612,protein_coding
9684.127612,0.032701924,0.098532732,0.721850045,0.746858629,AFDN,NS,0.032701924,0.126761597,protein_coding
5941.629536,-1.253883372,0.090383344,6.02E-45,5.60E-44,AFF1,Down,-1.253883372,43.25196576,protein_coding
309.9008787,0.725716425,0.223895831,0.027068179,0.034148077,AFF2,NS,0.725716425,1.466633742,protein_coding
2767.271191,-2.228927622,0.199875684,5.63E-30,2.95E-29,AFF3,Down,-2.228927622,28.53082038,protein_coding
7962.804458,-0.611045857,0.082607272,3.49E-14,9.28E-14,AFF4,NS,-0.611045857,13.03245302,protein_coding
319.7582861,0.099604315,0.062478235,0.110112113,0.129673381,AFG1L,NS,0.099604315,0.887149165,protein_coding
771.1211379,0.136980099,0.080913789,0.089787975,0.106823435,AFG2A,NS,0.136980099,0.971333462,protein_coding
577.6470423,0.195187107,0.062019697,0.00157129,0.002221515,AFG2B,NS,0.195187107,2.653350678,protein_coding
3184.017892,0.636743483,0.080967616,6.52E-15,1.79E-14,AFG3L2,NS,0.636743483,13.74600468,protein_coding
1912.845293,-0.042004157,0.119279209,0.711909198,0.737436047,AFMID,NS,-0.042004157,0.132275637,protein_coding
182.6929321,-3.030564943,0.37129984,3.07E-17,9.49E-17,AFP,Down,-3.030564943,16.02262442,protein_coding
4485.081231,0.123795694,0.059329643,0.041358655,0.051174318,AFTPH,NS,0.123795694,1.290947933,protein_coding
1421.357524,0.060695237,0.08645559,0.482186541,0.516213346,AGA,NS,0.060695237,0.287170771,protein_coding
3464.085269,-0.137946412,0.077636928,0.070562285,0.085045479,AGAP1,NS,-0.137946412,1.07034877,protein_coding
289.8856133,0.855479983,0.111033043,9.20E-15,2.51E-14,AGAP2,NS,0.855479983,13.59973321,protein_coding
4429.478079,0.473788522,0.080484119,5.15E-09,1.04E-08,AGAP3,NS,0.473788522,7.982072113,protein_coding
112.1560987,-0.106740952,0.088323908,0.226309168,0.25583255,AGAP4,NS,-0.106740952,0.5920442,protein_coding
17.51372964,0.169256593,0.11893422,0.151522128,0.175372834,AGAP6,NS,0.169256593,0.75603768,protein_coding
164.1992787,-0.542592833,0.098503238,2.98E-08,5.79E-08,AGAP9,NS,-0.542592833,7.237156047,protein_coding
59.18687926,-0.255565947,0.140209184,0.065693508,0.079494057,AGBL2,NS,-0.255565947,1.09966534,protein_coding
149.5668113,-0.166153758,0.07862577,0.03454244,0.043121243,AGBL3,NS,-0.166153758,1.365308727,protein_coding
44.07710169,0.168644751,0.17718251,0.33175056,0.365277332,AGBL4,NS,0.168644751,0.437377278,protein_coding
2250.664659,0.553984414,0.068195834,5.63E-16,1.63E-15,AGBL5,NS,0.553984414,14.78796879,protein_coding
190.5354369,0.345846255,0.102418546,0.000677597,0.000985428,AGER,NS,0.345846255,3.006374984,protein_coding
5857.079532,0.165498509,0.074018046,0.033730308,0.042147742,AGFG1,NS,0.165498509,1.375225689,protein_coding
1138.853562,-0.588772891,0.077199743,1.86E-14,5.02E-14,AGFG2,NS,-0.588772891,13.29957535,protein_coding
928.5213206,-0.359497221,0.048454753,1.10E-13,2.85E-13,AGGF1,NS,-0.359497221,12.5447979,protein_coding
1765.243188,0.526234274,0.053270429,4.32E-23,1.73E-22,AGK,NS,0.526234274,21.76255297,protein_coding
3000.566257,-0.953531397,0.096749911,3.34E-05,5.36E-05,AGL,NS,-0.953531397,4.270680547,protein_coding
149.9327087,1.644388532,0.132936819,7.51E-36,4.93E-35,AGMAT,Up,1.644388532,34.30712964,protein_coding
90.36860666,-0.01386629,0.200867646,4.34E-14,1.15E-13,AGMO,NS,-0.01386629,12.94052002,protein_coding
4217.912533,0.251480739,0.059465254,2.84E-05,4.59E-05,AGO1,NS,0.251480739,4.338407986,protein_coding
5564.416666,0.990796344,0.089235027,3.72E-29,1.89E-28,AGO2,NS,0.990796344,27.72318491,protein_coding
2080.157097,-0.142114472,0.0687698,0.036189189,0.045074542,AGO3,NS,-0.142114472,1.346068675,protein_coding
2322.306573,-0.241114115,0.06186903,0.000106543,0.000164931,AGO4,NS,-0.241114115,3.782698581,protein_coding
2166.336271,0.327868355,0.058679485,2.56E-08,4.98E-08,AGPAT1,NS,0.327868355,7.302676904,protein_coding
6905.788955,-1.682304774,0.170960331,1.09E-23,4.45E-23,AGPAT2,Down,-1.682304774,22.35172712,protein_coding
6100.307612,0.26887485,0.065095558,3.92E-05,6.26E-05,AGPAT3,NS,0.26887485,4.20310569,protein_coding
1005.585387,0.450584846,0.100216656,6.76E-06,1.14E-05,AGPAT4,NS,0.450584846,4.944522383,protein_coding
2341.061879,0.861539711,0.089562938,6.61E-22,2.51E-21,AGPAT5,NS,0.861539711,20.59959005,protein_coding
3283.066727,-0.23755029,0.081428927,0.002609484,0.003621151,AGPS,NS,-0.23755029,2.441153347,protein_coding
4470.906541,-0.734634894,0.29630955,7.30E-07,1.30E-06,AGR2,NS,-0.734634894,5.884933791,protein_coding
731.2745485,-2.279129908,0.313752568,9.92E-22,3.74E-21,AGR3,Down,-2.279129908,20.42699231,protein_coding
11984.37526,0.817343348,0.123721872,2.68E-11,6.17E-11,AGRN,NS,0.817343348,10.20999875,protein_coding
590.3945842,1.350664077,0.232082465,0.000149356,0.000228729,AGT,Up,1.350664077,3.640678135,protein_coding
1498.551578,0.45736276,0.095267534,1.65E-06,2.87E-06,AGTPBP1,NS,0.45736276,5.542136383,protein_coding
771.1115448,-4.027673445,0.184605233,1.77E-106,1.04E-104,AGTR1,Down,-4.027673445,103.9828227,protein_coding
2542.269865,0.828536146,0.086137309,9.72E-22,3.67E-21,AGTRAP,NS,0.828536146,20.43532814,protein_coding
13.42671982,-2.460696529,0.268543176,5.72E-21,2.09E-20,AGXT,Down,-2.460696529,19.67981032,protein_coding
5.584807101,-0.245302431,0.211975701,0.233654033,0.263593166,AGXT2,NS,-0.245302431,0.579065854,protein_coding
4792.832933,0.716244274,0.075992725,6.01E-21,2.19E-20,AHCTF1,NS,0.716244274,19.65934302,protein_coding
9379.731586,1.144114195,0.0916072,1.89E-35,1.22E-34,AHCY,Up,1.144114195,33.91286115,protein_coding
10778.79715,-0.361276734,0.057291172,3.74E-10,8.07E-10,AHCYL1,NS,-0.361276734,9.093041393,protein_coding
1723.315256,-0.270728621,0.07864766,0.000473739,0.000698199,AHCYL2,NS,-0.270728621,3.156020607,protein_coding
2880.448332,-0.129585576,0.082979933,0.107032666,0.126239161,AHDC1,NS,-0.129585576,0.898805901,protein_coding
1308.917475,0.052444349,0.079293225,0.505471688,0.538984771,AHI1,NS,0.052444349,0.268423505,protein_coding
140013.143,-2.393356143,0.107911619,9.76E-112,6.41E-110,AHNAK,Down,-2.393356143,109.1931745,protein_coding
3702.799112,0.683444524,0.175833207,8.11E-05,0.000126809,AHNAK2,NS,0.683444524,3.896851328,protein_coding
4144.21983,-0.362646594,0.103646363,0.000348826,0.000519161,AHR,NS,-0.362646594,3.284698046,protein_coding
