"ID","Description","GeneRatio","BgRatio","RichFactor","FoldEnrichment","zScore","pvalue","p.adjust","qvalue","geneID","Count"
"GO:1904064","positive regulation of cation transmembrane transport","128/14929","144/18986",0.888888888888889,1.13044707913755,3.01418747879851,0.000959655260087082,0.00417701547515099,0.002221121772836,"ABL1/ACTN2/ACTN4/ADCYAP1R1/AKAP5/AKAP6/AKAP7/AKAP9/AMIGO1/ANK2/ANK3/ANO6/APLNR/ASPH/ATP1B1/ATP1B2/ATP1B3/ATP2A1/ATPSCKMT/BAK1/BAX/BDKRB1/CACNB2/CACNB3/CALM1/CALM2/CALM3/CAPN3/CASQ1/CAV1/CD19/CEMIP/CHP1/CRACR2A/CTSS/CX3CL1/CXCL10/CXCL11/CXCL9/CXCR3/DMD/DRD1/EDN1/EDN3/EDNRA/EHD3/F2R/F2RL3/FGF13/FLNA/FXYD1/FXYD2/FXYD3/FXYD5/FXYD6/FXYD7/G6PD/GAL/GJC2/GPER1/GRIN1/GRM6/GSTM2/GSTO1/HAP1/HEPH/HSPA2/HTT/IFNG/JPH2/KCNC1/KCNC2/KCNE1/KCNE5/KCNH2/KCNIP2/KCNJ2/KCNMB1/KCNN4/KCNQ1/LHCGR/LRRC26/LRRC38/LRRC55/MS4A1/NIPSNAP2/NOS1/NOS1AP/NTSR1/OPRK1/P2RX1/P2RX2/P2RX4/P2RX5/P2RX7/P2RY6/PDPK1/PDZK1/PKD2/PLCG1/PLP1/PPP3CA/PPP3CB/PPP3CC/PPP3R1/SCN1B/SLC9A1/SNCA/SRI/STAC/STAC2/STAC3/STIM1/STIM2/STIMATE/SUMO1/TESC/THY1/TMSB4X/TOR2A/TRDN/TREM2/TRPC1/TRPC3/VMP1/WNK2/WNK3/XCL1",128
"GO:0010761","fibroblast migration","53/14929","56/18986",0.946428571428571,1.20362334095672,2.92728104991639,0.00096482568480625,0.00419381062450793,0.00223005256855286,"ACTA2/AKAP12/AKT1/APPL1/APPL2/AQP1/ARHGAP4/ARHGEF7/ARID5B/BAG4/BRAF/CCN3/CD248/CLN3/CORO1C/CYGB/DDR2/DMTN/FER/FGF2/FUT8/GNA12/GNA13/HAS1/HYAL2/ILK/IQGAP1/ITGB1/ITGB1BP1/ITGB3/LAMTOR2/MACIR/MTA2/NHERF1/PDLIM1/PIP5K1A/PLEC/PML/PRKCE/PRR5L/PTK2/RAC1/RCC2/RFFL/SDC4/SGPL1/TGFB1/THBS1/TMEM201/TNS1/WDPCP/ZEB2/ZFAND5",53
"GO:0141137","positive regulation of gene expression, epigenetic","53/14929","56/18986",0.946428571428571,1.20362334095672,2.92728104991639,0.00096482568480625,0.00419381062450793,0.00223005256855286,"AICDA/ALKBH1/ALKBH4/APEX1/APOBEC2/APOBEC3A/APOBEC3C/APOBEC3F/APP/ARID1A/ARID1B/ASH2L/ATAD2/ATAD2B/ATF2/BRD7/DPY30/EGR1/EP300/FAM47E/GLYR1/KAT2B/KAT7/KAT8/KDM1B/KMT2A/MACROH2A1/MEN1/MYOCD/NOC2L/OGG1/PADI2/PHF2/RBBP5/RBM14/SGF29/SIRT7/SMARCA4/SMARCB1/SMARCD1/SPHK2/SPI1/TDG/TET1/TET2/TET3/TP53/TRMT112/USP21/VPS72/WBP2/WDR5/ZMPSTE24",53
"GO:0045446","endothelial cell differentiation","112/14929","125/18986",0.896,1.13949065577065,3.00148322762028,0.000973820505227568,0.00422162440429101,0.00224484250462769,"ACVR1/ACVR2B/ACVRL1/ADD1/AFDN/AMOTL2/APOLD1/ARHGEF26/ATOH8/BARX1/BMP4/BMP6/BMPR2/BTG1/CCM2/CDH5/CEACAM1/CLDN1/CLDN3/CLDN5/CLIC4/COL18A1/COL27A1/CTNNB1/CXCR4/DLL1/EDF1/EDNRA/EDNRB/ETV2/EZR/F11R/F2RL1/FASN/FOXJ2/FOXP3/FSTL1/FZD1/FZD2/FZD4/GPX1/GSTM3/HAPLN2/HEG1/HEY1/HEY2/HOXA13/HOXB5/HPSE/ICAM1/IKBKB/IL1B/JAG1/KDM6B/KDR/LIPA/MAGI1/MARVELD2/MESP1/MET/MSN/MYADM/MYD88/NDP/NOTCH1/NOTCH4/NR2F2/NRG1/NRP1/PDE2A/PDE4D/PDPN/PECAM1/PLCB1/PLOD3/PPP1R16B/PROC/PROX1/PTPRS/RAP1A/RAP1B/RAP2C/RAPGEF1/RAPGEF2/RAPGEF3/RBPJ/RDX/ROBO4/ROCK1/ROCK2/S1PR1/S1PR2/S1PR3/SCUBE1/SMAD4/SOX17/SOX18/STC1/TIE1/TJP1/TJP2/TJP3/TMEM100/TNF/TNFRSF1A/TNMD/VCL/VEGFA/VEZF1/XDH/ZDHHC21/ZEB1",112
"GO:0006904","vesicle docking involved in exocytosis","38/14929","39/18986",0.974358974358974,1.23914391367,2.86773861449033,0.000975185993922087,0.00422162440429101,0.00224484250462769,"BLOC1S6/CFTR/EXOC1/EXOC2/EXOC3/EXOC4/EXOC5/EXOC6/EXOC6B/EXOC7/EXOC8/GNAO1/KCNB1/PLEK/PPFIA3/RAB8A/RABEPK/RALB/RIMS1/RIMS2/RIMS3/RIMS4/SNAP25/SNPH/STX1B/STXBP1/STXBP2/STXBP3/SYTL2/TPRG1L/UNC13A/UNC13B/UNC13C/VAMP3/VPS11/VPS18/VTI1B/YKT6",38
"GO:0060323","head morphogenesis","38/14929","39/18986",0.974358974358974,1.23914391367,2.86773861449033,0.000975185993922087,0.00422162440429101,0.00224484250462769,"ANKRD11/ARID5B/ASPH/ATP6AP2/BRAF/CLDN5/COL1A1/CRISPLD1/CRISPLD2/CSRNP1/DKK1/DLX5/EP300/FLVCR1/LEF1/MMP2/MSX1/MYH3/NIPBL/NOG/PAX9/PDGFRA/PLEKHA1/PRICKLE1/PTPN11/RAB3GAP1/RRAS/SCX/SGPL1/SKI/SSBP3/STRA6/TBX1/TGFB1/TGFB3/TIPARP/VPS13B/WNT3",38
"GO:0070670","response to interleukin-4","38/14929","39/18986",0.974358974358974,1.23914391367,2.86773861449033,0.000975185993922087,0.00422162440429101,0.00224484250462769,"ADAMTS13/ALAD/CCL11/CD300LF/CD40/CDK4/CITED1/CORO1A/DCSTAMP/FASN/GATA3/HSP90AB1/HSPA5/IL24/IL2RG/IL4R/IMPDH2/JAK1/JAK3/KEAP1/LEF1/MCM2/MRC1/NFIL3/PARP14/PML/PTPN2/PTPRC/RPL3/RUFY4/SHPK/STAT5A/STAT5B/STAT6/TCF7/TUBA1B/XBP1/XCL1",38
"GO:0070979","protein K11-linked ubiquitination","38/14929","39/18986",0.974358974358974,1.23914391367,2.86773861449033,0.000975185993922087,0.00422162440429101,0.00224484250462769,"ANAPC1/ANAPC10/ANAPC11/ANAPC13/ANAPC15/ANAPC16/ANAPC2/ANAPC4/ANAPC5/ANAPC7/AREL1/CDC16/CDC23/CDC26/CDC27/CUL5/FZR1/PRKN/RNF115/RNF26/RNF4/RNF7/TRIM26/UBE2A/UBE2B/UBE2C/UBE2D3/UBE2D4/UBE2E2/UBE2E3/UBE2H/UBE2L3/UBE2L5/UBE2S/UBE2T/UBE2W/UBR4/UBR5",38
"GO:2000780","negative regulation of double-strand break repair","38/14929","39/18986",0.974358974358974,1.23914391367,2.86773861449033,0.000975185993922087,0.00422162440429101,0.00224484250462769,"ABL1/AUNIP/C1QBP/CGAS/CSNK2A1/CYREN/ERCC6/FANCB/FBH1/HELB/HMGA2/HSF1/KAT5/KLHL15/KMT5A/MAD2L2/MAGEF1/MRE11/NUDT16L1/OGG1/OTUB1/PARPBP/PLK1/POLQ/RADX/RECQL5/RIF1/RMI2/RNF169/SENP3/SHLD1/SHLD2/SHLD3/SMCHD1/TFIP11/TP53BP1/TWIST1/UBQLN4",38
"GO:0050714","positive regulation of protein secretion","133/14929","150/18986",0.886666666666667,1.1276209614397,3.01017300443549,0.000984276042338001,0.00425809270278023,0.0022642344681659,"AACS/ABAT/ABCC8/ABCG1/ACHE/ACSL4/ADAM8/ADAM9/ADCY8/ADORA2A/ANG/ANKRD1/ANO1/APBB1/APBB3/ARF6/ATP13A2/BAD/BAIAP3/BLK/BMP6/BSG/C1QTNF12/C1QTNF3/C2CD2L/CAPN10/CD2AP/CD33/CD38/CFTR/CHRM3/DNM1L/DOC2B/DYNLL1/EGFR/EXPH5/F2RL1/F2RL2/FFAR2/FGB/FGG/FRMD4A/GCK/GHRL/GIPR/GLUD1/GNA11/GOLPH3/GOLPH3L/GPER1/GPLD1/GPR27/GPR68/HCAR2/HIF1A/HLA-DRB1/IER3IP1/IGF1/IL1A/IRS2/ISL1/ITPR1/JAK2/KCNN4/LRRC8A/MCU/MPC2/MYH10/MYO18A/MYOM1/MYRIP/NADK/NKX6-1/NLGN2/NNAT/NR1H2/OR51E2/ORAI1/OSBP/P2RX7/PARD6A/PCK2/PCSK1/PFKFB2/PFKM/PLA2G6/PLCB1/PPARG/PPIA/PPID/PPP3CB/PRKACA/PRKAR1A/PRKCA/PRKCB/PRKCE/PSMD9/PTPN23/RAPGEF4/RBP4/RFX6/RPH3AL/SEC24A/SERP1/SIRT3/SIRT6/SLC30A8/SNAP25/SOX4/SRI/STX4/SYBU/SYTL4/TARDBP/TCF7L2/TGFB1/TGFB2/TGFB3/TLR2/TLR4/TM7SF3/TMED10/TMEM132A/TREM2/TRH/TRPM4/TTN/TUNAR/UNC13B/VEGFC/VPS35/VSNL1/WLS",133
